Word,DominantModality,VisualStrengthMean,HapticStrengthMean,AuditoryStrengthMean,GustatoryStrengthMean,OlfactoryStrengthMean,ModalityExclusivity,POS,spoken,academic,news,magazine,fiction
production,Visual,3.235294118,1.529411765,1.529411765,1.176470588,1.235294118,0.236486486,Noun,43,1112,136,321,22
property,Visual,4.058823529,1.882352941,0.764705882,0.470588235,0.941176471,0.442028986,Noun,53,593,149,225,69
proportion,Visual,3.764705882,2.352941176,1.411764706,1.0,0.764705882,0.32278481,Noun,5,375,14,53,9
quality,Visual,4.294117647,4.058823529,3.058823529,3.411764706,3.117647059,0.068852459,Noun,62,1422,112,433,75
reflection,Visual,4.647058824,0.470588235,0.235294118,0.0,0.176470588,0.840425532,Noun,11,354,12,53,69
refrigerator,Visual,4.411764706,2.470588235,1.882352941,1.235294118,2.294117647,0.258373206,Noun,8,8,16,49,66
relation,Visual,3.411764706,1.411764706,2.058823529,0.294117647,0.882352941,0.386861314,Noun,6,342,3,30,12
republic,Visual,1.785714286,0.266666667,0.533333333,0.066666667,0.066666667,0.632224168,Noun,42,411,45,71,20
rise,Visual,4.117647059,2.470588235,1.529411765,0.294117647,0.529411765,0.427631579,Noun,30,454,47,174,73
role,Visual,2.588235294,0.470588235,1.882352941,0.058823529,0.235294118,0.483146067,Noun,171,2805,167,427,46
roof,Visual,4.470588235,1.941176471,0.529411765,0.058823529,0.176470588,0.614754098,Noun,12,30,29,103,166
route,Visual,3.823529412,1.352941176,1.117647059,0.25,0.5,0.507306889,Noun,20,109,71,161,78
rush,Visual,3.764705882,1.647058824,2.352941176,0.411764706,0.588235294,0.382550336,Noun,21,26,29,65,70
sauce,Gustatory,3.588235294,1.411764706,1.058823529,4.764705882,3.705882353,0.255060729,Noun,9,4,71,197,30
school,Visual,4.470588235,1.352941176,3.176470588,0.529411765,1.352941176,0.362162162,Noun,506,8923,972,1096,1033
second,Visual,2.117647059,0.529411765,1.235294118,0.176470588,0.235294118,0.452054795,Noun,187,1053,188,456,428
seed,Visual,4.117647059,2.941176471,0.647058824,2.470588235,1.176470588,0.305699482,Noun,10,139,15,160,24
sergeant,Visual,3.882352941,0.470588235,2.823529412,0.058823529,0.235294118,0.511811024,Noun,10,9,12,21,119
shell,Visual,4.117647059,3.647058824,1.294117647,0.705882353,1.176470588,0.311827957,Noun,0,1,0,9,2
site,Visual,3.75,0.625,1.5,0.1875,0.625,0.53271028,Noun,93,1121,189,641,106
slavery,Visual,3.529411765,0.411764706,2.529411765,0.411764706,0.647058824,0.4140625,Noun,20,254,21,40,17
soap,Haptic,4.058823529,4.117647059,0.352941176,1.294117647,4.0,0.272340426,Noun,8,36,4,45,50
socialist,Auditory,2.5,0.375,2.5625,0.0625,0.125,0.444444444,Noun,9,23,1,5,1
solution,Visual,2.647058824,0.764705882,1.823529412,0.352941176,0.470588235,0.378640777,Noun,85,441,46,197,38
spirit,Visual,2.0,0.764705882,1.529411765,0.235294118,0.529411765,0.348837209,Noun,51,477,51,223,259
statement,Visual,2.705882353,0.647058824,2.529411765,0.176470588,0.176470588,0.405660377,Noun,155,549,95,124,63
stay,Visual,2.588235294,1.470588235,1.529411765,0.235294118,0.411764706,0.377358491,Noun,45,38,16,51,41
stop,Visual,3.941176471,1.764705882,2.647058824,0.705882353,0.647058824,0.339393939,Noun,41,79,29,114,202
stranger,Visual,4.352941176,1.352941176,2.705882353,0.352941176,1.352941176,0.395348837,Noun,25,54,6,25,102
strength,Visual,3.764705882,3.176470588,1.411764706,0.411764706,0.470588235,0.363057325,Noun,56,419,61,226,142
student,Visual,4.4375,1.5,3.375,0.1875,1.1875,0.397660819,Noun,107,4868,131,249,141
substitute,Visual,3.470588235,1.235294118,1.529411765,1.117647059,0.941176471,0.304964539,Noun,20,60,9,38,12
symbol,Visual,4.0,1.294117647,0.941176471,0.470588235,0.529411765,0.487804878,Noun,17,179,16,66,33
talent,Visual,4.529411765,1.470588235,3.705882353,1.294117647,1.235294118,0.269230769,Noun,25,106,62,127,51
tendency,Visual,1.875,0.5,0.9375,0.125,0.25,0.474576271,Noun,13,320,11,84,24
text,Visual,4.647058824,1.0,1.705882353,0.058823529,0.176470588,0.604651163,Noun,24,1142,15,232,48
theme,Visual,3.411764706,0.941176471,2.058823529,0.647058824,0.882352941,0.348148148,Noun,17,496,33,110,28
theory,Auditory,2.470588235,0.411764706,2.470588235,0.235294118,0.235294118,0.383838384,Noun,44,1587,73,259,75
thick,Visual,4.235294118,4.117647059,1.0,2.058823529,0.647058824,0.297560976,Noun,0,0,0,0,0
three,Visual,3.705882353,2.529411765,1.705882353,0.352941176,0.411764706,0.385135135,Noun,0,0,0,0,0
title,Visual,3.294117647,0.235294118,1.941176471,0.058823529,0.117647059,0.572916667,Noun,32,359,114,175,76
tool,Visual,4.0,3.4375,1.941176471,0.235294118,0.705882353,0.36480228,Noun,8,487,19,196,35
track,Visual,3.5,1.294117647,1.529411765,0.058823529,0.647058824,0.489539749,Noun,90,225,90,222,153
tractor,Visual,4.529411765,1.705882353,3.882352941,0.235294118,1.647058824,0.357843137,Noun,1,5,5,18,25
trend,Visual,3.882352941,1.117647059,1.705882353,0.647058824,0.588235294,0.414814815,Noun,24,365,51,139,5
trim,Visual,3.647058824,2.529411765,0.882352941,0.176470588,0.294117647,0.4609375,Noun,1,7,4,38,16
vacuum,Visual,3.411764706,1.411764706,3.294117647,0.117647059,1.117647059,0.352201258,Noun,3,67,12,60,27
variety,Visual,4.411764706,3.294117647,3.294117647,3.235294118,3.058823529,0.078231293,Noun,29,1070,86,318,41
vice,Visual,2.714285714,1.5,1.142857143,0.571428571,0.357142857,0.375,Noun,130,141,83,117,23
view,Visual,4.529411765,0.470588235,0.705882353,0.235294118,0.647058824,0.651785714,Noun,222,1593,128,432,242
voluntary,Visual,2.875,0.5,1.125,0.125,0.3125,0.556962025,Noun,0,0,0,0,0
wait,Visual,2.235294118,0.705882353,1.294117647,0.176470588,0.352941176,0.432098765,Noun,15,30,21,34,40
want,Visual,2.882352941,1.941176471,2.0,1.764705882,1.647058824,0.120689655,Noun,3,11,4,11,10
waste,Visual,4.117647059,1.470588235,1.117647059,0.764705882,3.529411765,0.304812834,Noun,41,418,50,157,47
welfare,Visual,2.882352941,1.235294118,1.823529412,0.352941176,0.882352941,0.352459016,Noun,77,251,61,109,12
west,Visual,2.705882353,0.411764706,0.764705882,0.117647059,0.235294118,0.611111111,Noun,0,0,0,0,0
wheel,Visual,4.529411765,2.470588235,1.588235294,0.294117647,0.470588235,0.452830189,Noun,11,51,12,113,141
win,Visual,3.823529412,1.0,3.0,0.470588235,0.588235294,0.377483444,Noun,32,61,63,55,16
window,Visual,4.705882353,2.764705882,0.823529412,0.294117647,0.470588235,0.487012987,Noun,47,174,46,327,934
worker,Visual,4.235294118,1.352941176,2.529411765,0.117647059,1.117647059,0.440251572,Noun,43,230,41,86,56
wrong,Visual,2.764705882,1.235294118,2.647058824,1.176470588,1.0,0.2,Noun,25,34,8,34,31
admission,Visual,3.4375,0.875,1.8125,0.0,0.4375,0.523809524,Noun,12,158,42,56,16
advice,Auditory,2.058823529,0.0,4.882352941,0.0,0.0,0.703389831,Noun,77,259,37,262,83
amateur,Visual,3.588235294,0.588235294,2.882352941,0.411764706,0.294117647,0.424242424,Noun,8,33,15,36,16
anger,Visual,4.117647059,1.411764706,3.705882353,0.117647059,0.352941176,0.412121212,Noun,35,224,27,68,168
answer,Auditory,2.882352941,0.411764706,4.0,0.0,0.0,0.548387097,Noun,211,542,93,243,260
area,Visual,4.0,2.058823529,1.0,0.117647059,0.588235294,0.5,Noun,279,1960,408,764,278
aspect,Visual,2.375,0.8,1.875,0.5,1.0,0.286259542,Noun,36,421,13,72,27
atom,Visual,1.375,0.941176471,1.0,0.625,0.5,0.197019868,Noun,2,26,6,21,6
attempt,Visual,2.529411765,1.352941176,1.647058824,0.176470588,0.117647059,0.414141414,Noun,50,575,54,125,62
aunt,Visual,4.411764706,2.764705882,3.764705882,0.117647059,2.3125,0.3211438,Noun,7,20,14,43,262
background,Visual,3.470588235,0.529411765,1.823529412,0.117647059,0.411764706,0.527777778,Noun,66,632,34,164,101
band,Auditory,4.058823529,1.0,4.588235294,0.0,0.411764706,0.456140351,Noun,21,322,75,166,119
base,Visual,3.3125,2.25,1.1875,0.25,0.0625,0.460176991,Noun,79,637,104,362,196
bath,Haptic,4.0,4.529411765,2.647058824,0.294117647,2.588235294,0.30125523,Noun,18,28,11,58,84
belt,Visual,4.411764706,4.235294118,1.0,0.0,1.235294118,0.405405405,Noun,50,29,12,69,111
body,Visual,4.764705882,4.411764706,3.235294118,1.470588235,3.352941176,0.19112628,Noun,106,1642,126,944,976
bone,Haptic,3.411764706,4.058823529,1.588235294,1.294117647,1.0,0.269430052,Noun,42,183,12,105,101
boss,Visual,4.294117647,1.294117647,3.764705882,0.0,0.882352941,0.41954023,Noun,26,23,32,131,110
break,Visual,3.0625,2.5,2.875,1.125,0.5,0.254658385,Noun,597,103,61,105,103
breath,Olfactory,1.705882353,1.705882353,2.176470588,2.176470588,3.0,0.120218579,Noun,20,58,24,81,512
brief,Auditory,2.125,0.75,2.25,0.25,0.5625,0.336842105,Noun,3,44,8,21,13
builder,Visual,4.294117647,1.235294118,3.764705882,0.176470588,1.352941176,0.380434783,Noun,2,25,16,58,6
bullet,Visual,3.529411765,2.882352941,2.941176471,0.117647059,1.058823529,0.324022346,Noun,16,16,15,33,55
camp,Visual,3.882352941,2.411764706,2.529411765,0.588235294,1.647058824,0.29787234,Noun,43,267,138,248,147
cash,Visual,4.470588235,4.0,1.882352941,0.235294118,1.470588235,0.351219512,Noun,51,100,98,198,111
cause,Visual,2.875,0.9375,2.4375,0.375,0.375,0.357142857,Noun,163,525,61,219,130
cellar,Visual,4.125,2.6875,1.375,0.125,2.8125,0.359550562,Noun,1,6,2,23,43
century,Visual,2.176470588,0.117647059,1.705882353,0.058823529,0.176470588,0.5,Noun,114,1782,115,623,124
chart,Visual,3.764705882,0.764705882,0.529411765,0.0,0.058823529,0.735632184,Noun,4,82,41,204,27
claim,Auditory,2.176470588,0.588235294,2.764705882,0.0,0.0,0.5,Noun,35,419,38,128,46
close,Visual,3.941176471,2.941176471,1.941176471,0.235294118,1.352941176,0.355932203,Noun,17,90,7,49,76
comedy,Auditory,3.705882353,0.764705882,4.705882353,0.0,0.058823529,0.50955414,Noun,16,27,97,42,14
condition,Visual,3.588235294,2.705882353,2.647058824,0.882352941,1.588235294,0.237113402,Noun,53,728,44,164,73
confidence,Visual,3.941176471,1.411764706,3.0,0.352941176,0.470588235,0.391025641,Noun,99,425,51,105,67
construction,Visual,4.0,2.058823529,2.941176471,0.117647059,0.882352941,0.388235294,Noun,34,573,111,191,76
content,Visual,3.764705882,3.0,2.117647059,1.470588235,1.411764706,0.2,Noun,35,1252,29,188,34
contract,Visual,3.941176471,1.529411765,2.588235294,0.117647059,0.117647059,0.460992908,Noun,48,205,125,118,84
cotton,Haptic,4.058823529,4.470588235,0.411764706,0.117647059,0.882352941,0.437869822,Noun,2,71,14,106,111
council,Visual,2.882352941,0.470588235,2.705882353,0.0,0.294117647,0.453703704,Noun,76,954,105,183,93
cousin,Visual,4.529411765,2.882352941,4.058823529,0.0,1.705882353,0.34375,Noun,11,36,14,54,220
craft,Visual,3.705882353,3.235294118,1.882352941,0.411764706,0.705882353,0.331360947,Noun,12,68,20,127,64
crime,Visual,4.235294118,1.176470588,3.588235294,0.117647059,0.117647059,0.445859873,Noun,234,372,158,167,78
crisis,Visual,4.176470588,1.411764706,3.823529412,0.0,0.882352941,0.405714286,Noun,101,577,73,192,35
cure,Visual,2.941176471,1.941176471,1.058823529,0.764705882,0.625,0.315947844,Noun,12,39,11,46,23
curiosity,Visual,3.235294118,1.882352941,2.823529412,1.0,1.176470588,0.220930233,Noun,12,121,9,42,67
curve,Visual,4.294117647,3.941176471,0.117647059,0.0,0.0,0.514084507,Noun,7,87,8,43,54
customer,Visual,4.0,1.823529412,3.625,0.0,1.352941176,0.370319946,Noun,60,96,33,193,43
death,Visual,3.647058824,1.705882353,2.470588235,0.117647059,1.647058824,0.36809816,Noun,299,1114,194,529,625
defeat,Visual,3.411764706,1.0,2.588235294,0.058823529,0.294117647,0.456,Noun,23,111,19,42,24
delight,Visual,3.411764706,1.941176471,3.352941176,1.823529412,1.470588235,0.161764706,Noun,8,39,6,46,59
depression,Visual,2.941176471,0.882352941,2.764705882,0.0,0.176470588,0.434782609,Noun,26,579,13,174,33
desk,Visual,4.411764706,3.941176471,1.352941176,0.0,0.529411765,0.431034483,Noun,23,84,24,114,415
device,Visual,4.176470588,3.470588235,2.588235294,0.0625,0.411764706,0.384140062,Noun,36,303,18,201,66
die,Visual,3.235294118,1.294117647,2.117647059,0.470588235,1.117647059,0.335714286,Noun,4,9,2,18,55
disease,Visual,3.411764706,2.235294118,2.470588235,0.882352941,1.823529412,0.233695652,Noun,77,595,77,424,78
distance,Visual,4.823529412,1.9375,2.3125,0.0625,0.375,0.500579822,Noun,28,453,39,210,295
down,Visual,3.1875,1.5,1.1875,0.0,0.0625,0.536842105,Noun,30,26,25,59,50
dust,Visual,4.176470588,2.764705882,0.0,0.705882353,1.294117647,0.467105263,Noun,10,67,16,97,236
ease,Visual,2.5,1.6875,1.875,0.0,0.0625,0.408163265,Noun,6,112,12,99,54
east,Visual,2.8125,0.375,0.75,0.125,0.1875,0.632352941,Noun,0,0,0,0,0
effect,Visual,3.117647059,1.823529412,2.647058824,1.294117647,1.176470588,0.192982456,Noun,144,1857,102,399,125
effort,Visual,3.176470588,0.9375,2.117647059,0.125,0.5,0.445040214,Noun,124,1119,113,287,163
emergency,Visual,4.0,1.647058824,3.764705882,0.058823529,1.0,0.376404494,Noun,76,201,83,106,111
engagement,Visual,3.235294118,1.764705882,2.588235294,0.058823529,0.058823529,0.41221374,Noun,8,362,6,31,23
estate,Visual,4.176470588,1.176470588,1.529411765,0.058823529,0.882352941,0.526315789,Noun,25,81,111,144,44
factor,Visual,1.875,0.3125,1.3125,0.375,0.0625,0.46031746,Noun,138,1429,42,156,15
fair,Visual,2.875,1.058823529,1.5625,0.0625,0.25,0.484177215,Noun,17,21,20,28,12
farm,Visual,4.235294118,2.75,3.3125,0.5,3.9375,0.253493014,Noun,38,245,51,194,127
feet,Visual,4.5,3.5,2.0625,0.1875,3.125,0.322429907,Noun,92,402,163,890,978
fell,Visual,3.705882353,3.117647059,2.529411765,0.0,0.235294118,0.386503067,Noun,2,15,4,8,20
felt,Haptic,2.823529412,4.235294118,0.705882353,0.25,0.470588235,0.469670711,Noun,1,20,0,15,14
fence,Visual,4.705882353,3.764705882,0.375,0.0,0.125,0.524590164,Noun,26,40,11,78,118
fine,Visual,3.823529412,2.0,1.705882353,0.529411765,0.352941176,0.412587413,Noun,1,8,2,3,4
firm,Haptic,3.117647059,4.058823529,1.176470588,0.941176471,0.117647059,0.41875,Noun,37,200,133,291,95
fog,Visual,4.764705882,1.117647059,0.176470588,0.117647059,0.823529412,0.663865546,Noun,4,14,6,32,75
foot,Visual,4.411764706,3.941176471,1.294117647,0.058823529,2.823529412,0.34741784,Noun,44,249,45,283,328
fortune,Visual,2.882352941,1.0,2.235294118,0.117647059,0.176470588,0.431192661,Noun,25,55,29,115,52
giant,Visual,4.117647059,2.411764706,2.294117647,0.0,0.647058824,0.434782609,Noun,34,68,57,171,195
god,Auditory,1.176470588,0.411764706,1.823529412,0.411764706,0.411764706,0.333333333,Noun,60,553,28,280,251
grace,Visual,3.125,0.8125,2.5,0.125,0.375,0.432432432,Noun,12,104,12,91,93
gun,Visual,4.176470588,3.117647059,4.058823529,0.352941176,1.294117647,0.294117647,Noun,155,53,53,144,422
harm,Visual,3.647058824,2.764705882,2.882352941,0.352941176,0.470588235,0.325581395,Noun,23,124,17,51,34
harmony,Auditory,2.941176471,1.411764706,4.411764706,0.823529412,0.882352941,0.342696629,Noun,14,149,16,48,60
hate,Auditory,2.941176471,1.058823529,3.058823529,0.529411765,0.588235294,0.309352518,Noun,36,30,18,22,29
hell,Auditory,1.235294118,1.058823529,2.470588235,0.235294118,0.705882353,0.391752577,Noun,57,48,20,125,488
help,Auditory,3.647058824,2.411764706,3.764705882,0.0,0.294117647,0.372093023,Noun,143,500,107,380,271
hen,Visual,3.823529412,2.352941176,3.529411765,1.117647059,1.470588235,0.220095694,Noun,0,9,2,8,22
hold,Haptic,3.058823529,4.352941176,0.294117647,0.117647059,0.352941176,0.517985612,Noun,29,125,23,101,137
household,Visual,4.058823529,2.823529412,3.058823529,1.058823529,2.588235294,0.220779221,Noun,21,222,40,90,42
hurt,Visual,3.529411765,3.117647059,2.470588235,0.411764706,0.352941176,0.321428571,Noun,9,6,1,14,33
ideal,Visual,2.941176471,1.176470588,2.705882353,1.588235294,1.294117647,0.181818182,Noun,5,150,4,39,9
imagination,Visual,3.117647059,1.0,2.8125,1.058823529,1.058823529,0.234051199,Noun,10,236,14,90,70
information,Auditory,4.294117647,1.882352941,4.529411765,1.0,1.25,0.272417707,Noun,460,4367,313,1036,228
intention,Visual,2.9375,0.5,2.9375,0.0,0.0,0.460784314,Noun,19,202,19,42,46
invention,Visual,3.6875,2.125,2.764705882,0.875,1.375,0.259762309,Noun,2,96,13,43,35
investigation,Visual,3.647058824,1.235294118,2.764705882,0.176470588,0.588235294,0.412587413,Noun,230,526,92,106,37
item,Haptic,4.058823529,4.0625,2.75,2.6875,2.9375,0.083351906,Noun,43,624,14,108,29
job,Visual,3.588235294,1.705882353,3.0,0.352941176,1.058823529,0.333333333,Noun,459,927,379,664,539
kid,Visual,4.411764706,2.0,4.0625,0.0,1.1875,0.378310214,Noun,155,36,44,170,259
kingdom,Visual,3.3125,1.25,2.0625,0.3125,0.6875,0.393442623,Noun,13,132,8,80,19
knowledge,Auditory,2.529411765,0.470588235,3.764705882,0.352941176,0.352941176,0.456692913,Noun,40,3465,51,251,167
lady,Visual,4.705882353,3.470588235,3.941176471,0.588235294,2.470588235,0.271317829,Noun,89,117,36,134,324
landscape,Visual,4.705882353,1.352941176,1.294117647,0.0,1.235294118,0.547945205,Noun,12,513,32,207,75
laughter,Auditory,4.117647059,0.941176471,4.882352941,0.0,0.0,0.49112426,Noun,65,29,10,35,181
lead,Visual,3.647058824,2.5625,1.75,0.5625,0.75,0.332672482,Noun,63,267,86,154,91
leg,Visual,4.705882353,4.647058824,0.647058824,0.470588235,0.294117647,0.409836066,Noun,19,58,26,144,241
level,Visual,3.235294118,1.625,1.588235294,0.352941176,0.176470588,0.438356164,Noun,175,3715,162,496,183
liberty,Visual,2.705882353,0.705882353,2.294117647,0.117647059,0.176470588,0.431372549,Noun,24,290,18,43,70
library,Visual,4.529411765,2.647058824,2.941176471,0.529411765,1.411764706,0.331707317,Noun,15,555,144,147,138
lift,Visual,4.235294118,3.529411765,2.588235294,0.0,0.470588235,0.391304348,Noun,11,22,13,38,23
liquid,Visual,4.588235294,4.176470588,2.823529412,4.235294118,2.9375,0.094062316000000007,Noun,7,39,15,106,79
magic,Visual,3.764705882,0.823529412,1.941176471,0.176470588,0.294117647,0.512605042,Noun,29,63,25,88,145
main,Visual,2.352941176,0.941176471,1.352941176,0.529411765,0.3125,0.371734762,Noun,2,45,9,13,13
majority,Visual,4.0,0.882352941,2.941176471,0.0,0.117647059,0.503703704,Noun,165,1059,101,199,12
mass,Visual,4.294117647,3.470588235,1.647058824,0.058823529,0.352941176,0.431137725,Noun,59,487,54,288,126
measure,Visual,3.882352941,3.0,1.352941176,1.058823529,0.705882353,0.317647059,Noun,18,900,40,99,43
meeting,Visual,4.235294118,1.352941176,3.588235294,0.235294118,0.411764706,0.407185629,Noun,98,536,113,172,184
moment,Visual,3.125,1.2,2.625,0.4375,0.875,0.32526475,Noun,411,502,89,393,1214
music,Auditory,2.235294118,1.235294118,4.941176471,0.0,0.058823529,0.583333333,Noun,175,3580,235,531,385
myth,Auditory,1.235294118,0.25,4.058823529,0.0,0.0,0.732095491,Noun,12,173,4,63,23
nose,Visual,4.470588235,3.764705882,1.235294118,0.588235294,2.882352941,0.3,Noun,30,82,21,127,401
note,Visual,4.294117647,2.764705882,2.176470588,0.0,0.0,0.464968153,Noun,64,619,47,188,227
object,Visual,4.529411765,4.294117647,2.941176471,2.411764706,2.647058824,0.125874126,Noun,26,540,10,118,94
opening,Visual,4.411764706,3.411764706,2.058823529,0.058823529,0.352941176,0.422857143,Noun,30,228,64,152,116
opportunity,Visual,4.235294118,1.705882353,3.588235294,0.411764706,0.470588235,0.367231638,Noun,167,971,74,251,110
opposition,Visual,3.823529412,1.352941176,3.058823529,0.0,0.411764706,0.442176871,Noun,111,560,50,83,7
origin,Visual,2.470588235,0.411764706,2.058823529,0.352941176,0.647058824,0.356435644,Noun,3,375,26,81,15
owner,Visual,3.882352941,1.352941176,2.470588235,0.0,0.647058824,0.464788732,Noun,53,98,146,147,89
paint,Visual,4.588235294,2.823529412,0.470588235,0.470588235,3.882352941,0.336538462,Noun,7,78,16,162,92
pair,Visual,4.235294118,2.235294118,1.588235294,0.176470588,0.058823529,0.503546099,Noun,16,185,43,212,235
paper,Visual,4.411764706,4.0,1.5625,0.5625,1.5625,0.318140383,Noun,94,949,131,525,481
pat,Haptic,3.058823529,4.294117647,2.117647059,0.117647059,0.058823529,0.43902439,Noun,17,8,2,17,10
philosophy,Auditory,1.647058824,0.235294118,3.411764706,0.0,0.058823529,0.637362637,Noun,23,527,21,100,32
piece,Visual,3.9375,3.0,1.125,1.6875,0.9375,0.280701754,Noun,149,399,76,306,362
plan,Auditory,3.411764706,1.058823529,3.647058824,0.1875,0.117647059,0.419030991,Noun,225,770,283,564,176
plane,Visual,4.529411765,2.529411765,4.294117647,0.411764706,0.941176471,0.324074074,Noun,94,93,36,108,138
platform,Visual,4.176470588,2.058823529,1.058823529,0.0,0.25,0.553606238,Noun,23,141,8,56,89
poet,Auditory,3.058823529,0.764705882,3.764705882,0.0,0.411764706,0.470588235,Noun,4,144,11,77,58
poetry,Auditory,3.058823529,0.588235294,4.352941176,0.058823529,0.117647059,0.525179856,Noun,9,316,14,74,66
president,Visual,3.764705882,0.647058824,3.411764706,0.0,0.352941176,0.460431655,Noun,2479,1906,686,983,263
pressure,Visual,3.294117647,2.705882353,2.764705882,0.058823529,0.058823529,0.364238411,Noun,131,773,104,327,108
pride,Visual,3.235294118,0.705882353,2.882352941,0.058823529,0.117647059,0.453781513,Noun,41,188,28,74,83
prince,Visual,3.764705882,1.0,3.0,0.0,0.529411765,0.453900709,Noun,15,90,33,68,50
problem,Auditory,3.411764706,1.375,3.529411765,0.294117647,0.588235294,0.351718625,Noun,717,2407,240,773,366
promotion,Auditory,3.0,0.882352941,3.411764706,0.235294118,0.235294118,0.409090909,Noun,4,239,21,35,19
proof,Visual,3.882352941,2.058823529,3.352941176,1.117647059,1.352941176,0.235,Noun,51,170,22,84,48
provision,Visual,2.352941176,1.0,0.9375,0.75,0.5,0.334439283,Noun,8,230,15,22,2
public,Visual,4.470588235,2.058823529,3.823529412,0.0,1.117647059,0.38974359,Noun,548,3786,572,955,154
pupil,Visual,3.529411765,1.294117647,2.0,0.058823529,0.647058824,0.4609375,Noun,14,165,8,10,3
purpose,Auditory,2.4375,1.0625,2.5625,0.066666667,0.25,0.391247551,Noun,69,1250,29,153,144
quantity,Visual,4.411764706,3.0,2.0,0.411764706,0.352941176,0.398843931,Noun,4,114,9,34,12
quarrel,Auditory,3.941176471,0.705882353,4.647058824,0.0,0.0,0.5,Noun,2,14,1,3,8
question,Auditory,2.705882353,0.117647059,4.705882353,0.0,0.0,0.625,Noun,1127,1914,142,526,458
quick,Visual,3.882352941,1.705882353,2.294117647,0.058823529,0.235294118,0.467625899,Noun,1,1,0,0,0
race,Visual,4.588235294,1.647058824,2.588235294,0.058823529,0.235294118,0.496774194,Noun,247,843,180,303,119
recall,Visual,3.117647059,1.764705882,2.941176471,1.5625,2.0,0.136583791,Noun,4,112,4,11,7
recognition,Visual,4.235294118,2.625,3.9375,1.9375,2.5,0.150820463,Noun,20,608,26,90,38
reduction,Visual,3.529411765,1.764705882,2.058823529,0.764705882,0.647058824,0.32885906,Noun,33,394,29,69,2
rent,Visual,2.941176471,1.176470588,1.764705882,0.0,0.0,0.5,Noun,4,39,25,26,37
requirement,Visual,3.3125,0.8125,2.625,0.75,0.6,0.334876543,Noun,12,306,12,31,3
resistance,Visual,3.625,2.8125,2.3125,0.125,0.3125,0.380952381,Noun,27,562,12,133,42
rifle,Auditory,4.0,3.25,4.125,0.125,1.375,0.310679612,Noun,9,27,11,58,112
rock,Visual,4.352941176,4.176470588,1.647058824,0.058823529,0.294117647,0.407821229,Noun,70,301,83,352,200
safety,Visual,3.529411765,2.588235294,2.117647059,0.058823529,0.294117647,0.404109589,Noun,112,502,159,305,114
satisfaction,Visual,3.705882353,2.588235294,3.176470588,2.294117647,1.647058824,0.153508772,Noun,5,616,5,60,51
sea,Visual,4.764705882,3.705882353,4.058823529,2.882352941,3.411764706,0.1,Noun,40,374,54,443,323
selection,Visual,2.9375,1.75,2.3125,1.1875,1.5625,0.179487179,Noun,9,585,30,163,15
shirt,Visual,4.470588235,4.235294118,0.176470588,0.0,1.882352941,0.415300546,Noun,11,22,19,94,333
shock,Visual,4.235294118,2.235294118,3.882352941,0.529411765,0.352941176,0.345549738,Noun,38,96,22,115,135
sight,Visual,5.0,0.411764706,0.470588235,0.117647059,0.117647059,0.798076923,Noun,30,156,27,137,284
sister,Auditory,3.529411765,2.529411765,3.625,0.176470588,2.176470588,0.286499695,Noun,51,116,65,151,534
situation,Visual,3.941176471,2.058823529,3.176470588,0.647058824,1.294117647,0.296296296,Noun,345,1106,105,267,155
skirt,Visual,4.882352941,3.764705882,0.705882353,0.0,0.529411765,0.494047619,Noun,1,8,9,31,102
sound,Auditory,0.764705882,0.588235294,5.0,0.0,0.0625,0.779369628,Noun,69,504,109,421,587
spite,Auditory,2.3125,0.375,2.875,0.0,0.0,0.516853933,Noun,1,2,0,5,6
strain,Haptic,3.0,3.235294118,2.117647059,0.235294118,0.529411765,0.329032258,Noun,8,84,14,67,25
success,Visual,3.705882353,1.470588235,3.117647059,0.647058824,0.235294118,0.378205128,Noun,113,1637,129,384,83
supper,Gustatory,4.352941176,2.764705882,1.705882353,4.882352941,4.058823529,0.178807947,Noun,1,5,10,22,67
supply,Visual,3.0,1.411764706,1.125,0.352941176,0.647058824,0.404949381,Noun,32,272,57,199,71
suspicion,Visual,3.176470588,1.117647059,2.705882353,0.176470588,0.352941176,0.3984375,Noun,13,66,9,23,35
taste,Gustatory,1.25,1.647058824,0.235294118,5.0,2.352941176,0.454417952,Noun,19,145,44,154,107
tax,Visual,3.529411765,0.882352941,1.411764706,0.0,0.0,0.606060606,Noun,490,286,290,335,13
team,Visual,4.1875,1.9375,3.8125,0.0625,0.75,0.38372093,Noun,227,1035,656,797,255
throw,Visual,4.176470588,3.176470588,1.470588235,0.0,0.0,0.473333333,Noun,14,17,8,23,23
treat,Gustatory,3.117647059,2.705882353,1.588235294,3.470588235,1.882352941,0.147465438,Noun,5,17,7,37,20
trial,Visual,2.882352941,0.705882353,2.411764706,0.352941176,0.294117647,0.389380531,Noun,237,259,82,148,52
trust,Auditory,3.294117647,1.588235294,3.352941176,0.117647059,0.058823529,0.391608392,Noun,48,235,39,130,39
turn,Visual,3.882352941,1.823529412,1.941176471,0.0,0.176470588,0.496240602,Noun,71,660,65,296,230
type,Visual,3.294117647,2.705882353,2.411764706,1.647058824,1.588235294,0.146464646,Noun,114,1360,61,378,114
under,Visual,4.235294118,2.705882353,1.1875,0.0,0.117647059,0.51359786,Noun,0,0,0,0,0
unit,Visual,3.0625,1.866666667,1.5,0.375,0.375,0.374347069,Noun,32,624,44,216,83
